752.88501	400.439209	-1.345292
752.895935	400.444489	-1.341272
752.89978	400.447083	-1.340306
752.89447	400.440521	-1.336336
752.878052	400.433044	-1.330812
752.867249	400.425934	-1.3402
752.863281	400.420746	-1.346743
752.870728	400.424561	-1.348212
752.881775	400.427399	-1.344883
752.888611	400.427399	-1.341511
752.901184	400.429565	-1.35144
752.91333	400.424622	-1.360309
752.921448	400.42038	-1.362845
752.931702	400.421936	-1.365192
752.942566	400.42337	-1.362063
752.949524	400.429291	-1.36065
752.95752	400.42923	-1.364228
752.960815	400.423737	-1.367897
752.962219	400.421143	-1.369715
752.969116	400.414886	-1.374529
752.977356	400.411133	-1.380279
752.983459	400.405945	-1.37445
752.998901	400.398987	-1.379451
753.015686	400.394409	-1.382818
753.032532	400.384186	-1.381705
753.049683	400.374084	-1.384445
753.065002	400.366943	-1.391921
753.078308	400.356995	-1.395872
753.086609	400.351471	-1.39539
753.093811	400.346497	-1.399866
753.095642	400.334686	-1.405603
753.090515	400.324341	-1.40879
753.080688	400.310303	-1.411362
753.065979	400.292847	-1.413944
753.054504	400.277802	-1.425236
753.046692	400.25827	-1.430316
753.049805	400.242126	-1.437093
753.060242	400.226624	-1.446064
753.07019	400.201569	-1.456882
753.078735	400.175507	-1.465681
753.088257	400.143921	-1.479183
753.100037	400.102051	-1.495456
753.10907	400.054657	-1.510817
753.115967	399.996521	-1.519521
753.126465	399.932556	-1.535372
753.137329	399.867096	-1.55661
753.158142	399.795105	-1.576316
753.19458	399.729126	-1.596801
753.246826	399.664001	-1.623097
753.306213	399.579163	-1.653507
753.346924	399.471771	-1.663688
753.368042	399.348419	-1.668651
753.370667	399.202576	-1.680696
753.356873	399.055054	-1.736658
753.3255	398.888855	-1.797236
753.243286	398.71051	-1.814338
753.085144	398.602203	-1.790755
752.878967	398.52066	-1.698267
752.674438	398.294525	-1.201658
752.663879	397.369385	0.245614
752.841553	395.875366	2.54302
752.829956	395.012573	5.103158
752.74292	394.200165	7.920074
752.619934	393.125061	11.042181
752.411255	391.889465	14.383995
752.095459	390.538849	17.873125
751.643066	389.048218	21.45837
751.039246	387.424713	25.139095
750.256653	385.701538	28.951139
749.267212	383.90918	32.893631
748.060486	382.052338	36.938469
746.613708	380.165314	41.057156
744.922546	378.302795	45.207851
742.97583	376.458923	49.384953
740.780273	374.631165	53.558796
738.324768	372.815979	57.73999
735.600281	371.009094	61.929462
732.607666	369.211243	66.118599
729.34967	367.417877	70.260468
725.805725	365.631317	74.342331
721.970642	363.872192	78.381554
717.826294	362.167145	82.422379
713.363037	360.507507	86.480179
708.632324	358.864655	90.481895
703.649048	357.20578	94.397179
698.416504	355.523407	98.175087
692.970886	353.80658	101.735527
687.364807	352.039886	105.116508
681.628601	350.25177	108.404144
675.73407	348.485382	111.62542
669.639648	346.758636	114.741714
663.348633	345.080444	117.653587
656.889832	343.429413	120.209808
650.32019	341.753937	122.312515
643.721313	339.985779	123.939751
637.151245	338.105988	125.09153
630.596313	336.184326	125.889786
624.034485	334.310272	126.484673
617.498413	332.510803	126.960098
611.055908	330.745148	127.407013
604.787354	328.929077	127.849297
598.751221	327.014069	128.248459
592.893982	324.989075	128.498337
587.178101	322.850189	128.445358
581.565002	320.652161	128.049118
576.009766	318.466614	127.35685
570.530457	316.322083	126.464737
565.16272	314.221191	125.524017
559.961304	312.153198	124.658302
554.915161	310.131927	123.904686
549.990845	308.172363	123.2192
545.196106	306.253693	122.483978
540.516052	304.385101	121.632507
535.938904	302.609711	120.628525
531.427429	300.965607	119.499588
526.987427	299.451111	118.268066
522.616821	298.070862	116.968918
518.292236	296.872894	115.599602
514.035339	295.852905	114.137917
509.916809	294.975464	112.603043
505.9534	294.242004	111.099182
502.144836	293.654449	109.690048
498.475616	293.19928	108.383179
494.939453	292.876007	107.197716
491.577545	292.626923	106.14164
488.423065	292.409424	105.27272
485.468567	292.22821	104.611412
482.67926	292.083374	104.103897
480.040985	291.961731	103.656738
477.550934	291.841309	103.2276
475.187103	291.706787	102.769142
472.922974	291.553619	102.214134
470.753784	291.366302	101.535156
468.658508	291.159515	100.754257
466.622955	290.964813	99.802811
464.622437	290.802673	98.593155
462.644409	290.685028	97.185356
460.711456	290.644592	95.717682
458.870758	290.629517	94.312775
457.173615	290.551971	93.006981
455.596161	290.418365	91.769691
454.16983	290.160309	90.616646
452.908264	289.723938	89.550262
451.772797	289.134186	88.594391
450.72525	288.435455	87.723877
449.733643	287.688507	86.932953
448.776031	286.953796	86.225037
447.813019	286.304718	85.559959
446.816956	285.797699	84.879028
445.773682	285.456512	84.182487
444.690216	285.277557	83.565598
443.557587	285.307007	83.015099
442.355377	285.615234	82.42215
441.077728	286.263794	81.8004
439.759491	287.216644	81.182404
438.470062	288.274475	80.502899
437.249908	289.351044	79.814491
436.085693	290.531311	79.266525
434.963104	291.863831	78.895065
433.918121	293.254944	78.68528
432.99823	294.408905	78.651131
432.212402	295.073303	78.720757
431.53418	295.363434	78.804245
430.924072	295.472321	78.892975
430.352997	295.515503	78.972755
428.157135	296.247864	78.491768
427.735687	296.551239	78.530594
427.38623	296.835846	78.694832
427.095367	297.090332	78.899704
426.84375	297.334808	79.085243
426.625488	297.548615	79.25692
426.440887	297.742065	79.399803
426.268066	297.910461	79.538231
426.099854	298.037811	79.689476
425.927124	298.124725	79.845016
425.738342	298.193115	80.020531
425.538361	298.246887	80.222031
425.309723	298.29834	80.5159
425.06073	298.390533	80.962677
424.806152	298.560516	81.628242
424.547913	298.811554	82.549408
424.285522	299.123688	83.72673
424.017273	299.482422	85.158791
423.743256	299.848755	86.85318
423.464233	300.183441	88.777725
423.167755	300.462494	90.959236
422.847931	300.683044	93.342346
422.543854	300.832062	95.986336
422.249451	300.874268	98.924149
421.961578	300.810638	102.114433
421.670105	300.640411	105.525589
421.387451	300.394684	109.213852
421.118561	300.099487	113.170532
420.863739	299.819427	117.425316
420.631439	299.58667	121.996269
420.441284	299.398193	126.886398
420.293945	299.264282	132.091324
420.195099	299.175385	137.587051
420.154816	299.088684	143.323654
420.168701	298.982117	149.270325
420.226501	298.839996	155.406448
420.331543	298.668396	161.692825
420.498932	298.490936	168.125137
420.743439	298.329803	174.690125
421.069397	298.188538	181.387497
421.470886	298.058716	188.203812
421.956818	297.917023	195.07933
422.517487	297.748779	201.99263
423.137207	297.556213	208.907684
423.820526	297.341919	215.803207
424.57019	297.133636	222.652557
425.389252	296.942169	229.437729
426.269745	296.765411	236.163498
427.205841	296.619415	242.792892
428.203735	296.516724	249.30481
429.255798	296.452667	255.683136
430.34375	296.423981	261.888519
431.443298	296.405151	267.894623
