747.332581	 393.101501	 -3.758931	 723.521851	 401.659607	 -5.917363	 387.658295	 357.067047	 85.937370	 387.019836	 316.843201	 87.059425	 387.342194	 336.917358	 73.846458
747.241638	 392.652039	 -3.630468	 723.385986	 401.318298	 -5.950422	 387.658569	 357.063263	 85.941261	 387.023041	 316.841034	 87.056152	 387.344421	 336.916504	 73.843086
747.180054	 392.093170	 -3.479770	 723.209595	 400.872192	 -5.986542	 387.661163	 357.062683	 85.945221	 387.024475	 316.838623	 87.059189	 387.349274	 336.917328	 73.846039
747.107178	 391.417053	 -3.251970	 723.051819	 400.307159	 -6.052683	 387.666931	 357.064026	 85.941833	 387.027161	 316.840027	 87.063271	 387.354187	 336.918732	 73.845413
747.036011	 390.617432	 -2.964505	 722.898499	 399.614716	 -6.191816	 387.670990	 357.062561	 85.938515	 387.033875	 316.838745	 87.060570	 387.357330	 336.913849	 73.843124
746.974304	 389.653229	 -2.579295	 722.695740	 398.783234	 -6.299906	 387.676666	 357.065613	 85.936920	 387.039703	 316.838837	 87.060081	 387.358368	 336.914215	 73.846855
746.932983	 388.435333	 -1.988849	 722.398132	 397.827148	 -6.308959	 387.679291	 357.064972	 85.936867	 387.040283	 316.840759	 87.058723	 387.363495	 336.918243	 73.845795
746.893311	 386.968445	 -1.199263	 722.017395	 396.641418	 -6.077105	 387.678284	 357.064331	 85.934517	 387.040070	 316.841217	 87.053314	 387.363068	 336.916138	 73.847176
746.882202	 385.373718	 -0.406722	 721.502319	 395.182465	 -5.428231	 387.674500	 357.067047	 85.936409	 387.038177	 316.842255	 87.053909	 387.355377	 336.917969	 73.852661
746.874817	 383.648834	 0.569650	 720.807373	 393.501801	 -4.362199	 387.671722	 357.065491	 85.941978	 387.038330	 316.841553	 87.051559	 387.354004	 336.918579	 73.844872
746.846741	 381.772156	 1.861173	 719.982056	 391.616730	 -2.934282	 387.671021	 357.065979	 85.938522	 387.035828	 316.842194	 87.054092	 387.356140	 336.918488	 73.839355
746.786255	 379.763977	 3.492057	 719.160645	 389.542053	 -1.217132	 387.667206	 357.065491	 85.941208	 387.029144	 316.842285	 87.062050	 387.353210	 336.918060	 73.844727
746.707214	 377.642365	 5.408608	 718.424438	 387.301178	 0.737556	 387.667969	 357.063599	 85.939507	 387.029480	 316.839355	 87.058395	 387.352417	 336.914825	 73.844330
746.629089	 375.458618	 7.497286	 717.749817	 384.934387	 2.885824	 387.669006	 357.065460	 85.935692	 387.031555	 316.840820	 87.054176	 387.351196	 336.915802	 73.847183
746.528931	 373.204315	 9.771771	 717.104553	 382.472870	 5.218957	 387.668365	 357.065216	 85.938866	 387.032104	 316.841583	 87.055023	 387.351501	 336.917480	 73.844200
746.427002	 370.870422	 12.184682	 716.500305	 379.945618	 7.687332	 387.671509	 357.063690	 85.938385	 387.034119	 316.838959	 87.056038	 387.355865	 336.915710	 73.839317
746.290833	 368.486145	 14.753268	 715.889282	 377.366364	 10.317124	 387.671936	 357.066101	 85.936928	 387.034058	 316.840759	 87.056557	 387.358246	 336.919037	 73.837685
746.102112	 366.057587	 17.491796	 715.211731	 374.745880	 13.154222	 387.672668	 357.065918	 85.937119	 387.036682	 316.841980	 87.052887	 387.360657	 336.919800	 73.836006
745.835205	 363.597076	 20.414934	 714.406311	 372.126282	 16.258524	 387.676697	 357.065430	 85.936714	 387.040009	 316.841187	 87.050690	 387.366058	 336.917816	 73.836105
745.443054	 361.110199	 23.565742	 713.419739	 369.539429	 19.655540	 387.678864	 357.066193	 85.932861	 387.042755	 316.841705	 87.048645	 387.364258	 336.917908	 73.840805
744.922424	 358.579468	 26.941425	 712.222107	 367.009918	 23.343515	 387.680420	 357.064117	 85.931030	 387.045746	 316.839600	 87.048653	 387.365143	 336.917145	 73.836151
744.304321	 356.013062	 30.463762	 710.832275	 364.549042	 27.281124	 387.679047	 357.064636	 85.934189	 387.043488	 316.838196	 87.052460	 387.369629	 336.917267	 73.830963
