748.597656	 400.125793	 -2.689280	 730.311218	 414.226318	 -4.836183	 386.824921	 356.008362	 85.938644	 385.949524	 315.791870	 87.069557	 386.384979	 335.861359	 73.865067
748.600159	 400.128235	 -2.697489	 730.305969	 414.232727	 -4.839100	 386.826202	 356.012817	 85.938110	 385.951019	 315.793640	 87.069435	 386.386078	 335.862396	 73.866714
748.595215	 400.124542	 -2.691011	 730.301331	 414.235840	 -4.839399	 386.827484	 356.011292	 85.939194	 385.953949	 315.794037	 87.070229	 386.386139	 335.865143	 73.866135
748.599121	 400.115540	 -2.686031	 730.294434	 414.235260	 -4.835321	 386.829437	 356.007629	 85.940331	 385.956116	 315.790955	 87.070564	 386.389954	 335.862183	 73.868248
748.607178	 400.110962	 -2.694353	 730.292847	 414.235779	 -4.834388	 386.831848	 356.009003	 85.939812	 385.959473	 315.792877	 87.065300	 386.394989	 335.863831	 73.864548
748.616089	 400.106689	 -2.696504	 730.295776	 414.234131	 -4.832672	 386.837402	 356.009308	 85.943573	 385.965912	 315.793121	 87.064041	 386.400909	 335.864807	 73.866753
748.623596	 400.103241	 -2.695508	 730.300293	 414.235260	 -4.830510	 386.844727	 356.010406	 85.943405	 385.972870	 315.793732	 87.067291	 386.409119	 335.863129	 73.869583
748.627502	 400.105713	 -2.686450	 730.310120	 414.238647	 -4.832369	 386.849243	 356.012329	 85.943588	 385.977692	 315.796417	 87.072014	 386.414246	 335.865234	 73.872559
748.636047	 400.108124	 -2.689024	 730.315796	 414.237213	 -4.826816	 386.853760	 356.010956	 85.948753	 385.983398	 315.794830	 87.074478	 386.421112	 335.864838	 73.869972
748.644958	 400.112213	 -2.698928	 730.316528	 414.236877	 -4.821658	 386.854095	 356.011292	 85.951385	 385.984436	 315.795593	 87.073105	 386.421906	 335.865417	 73.868019
748.644958	 400.116272	 -2.698277	 730.320190	 414.239105	 -4.821437	 386.850586	 356.013031	 85.950096	 385.980896	 315.797180	 87.070717	 386.415314	 335.866180	 73.873833
748.645996	 400.116028	 -2.694246	 730.324768	 414.237946	 -4.819980	 386.848572	 356.012146	 85.946930	 385.978821	 315.796143	 87.070999	 386.413269	 335.866241	 73.872543
748.642639	 400.116364	 -2.687799	 730.325378	 414.235840	 -4.819235	 386.844116	 356.013367	 85.948914	 385.972778	 315.797028	 87.075150	 386.408051	 335.868408	 73.874725
748.640991	 400.121582	 -2.687220	 730.328247	 414.233307	 -4.816791	 386.838806	 356.012177	 85.951309	 385.967468	 315.797028	 87.073730	 386.403351	 335.868439	 73.876511
748.644714	 400.123138	 -2.692892	 730.333191	 414.232361	 -4.815700	 386.835480	 356.007751	 85.952553	 385.963318	 315.793427	 87.073082	 386.395844	 335.863220	 73.877998
748.636108	 400.123169	 -2.688828	 730.333557	 414.234039	 -4.815475	 386.832916	 356.008301	 85.947990	 385.960297	 315.791077	 87.074203	 386.393341	 335.862213	 73.876358
748.625549	 400.114807	 -2.691123	 730.330627	 414.227295	 -4.812905	 386.832184	 356.006989	 85.948441	 385.961639	 315.790710	 87.073357	 386.397797	 335.862671	 73.870323
748.618225	 400.098419	 -2.698628	 730.331360	 414.217102	 -4.814500	 386.833984	 356.007355	 85.948372	 385.963623	 315.790192	 87.070084	 386.397247	 335.861908	 73.872093
748.614441	 400.087524	 -2.712030	 730.334656	 414.207184	 -4.820442	 386.834900	 356.010010	 85.941856	 385.962067	 315.792114	 87.074303	 386.398651	 335.863220	 73.872780
748.609985	 400.074280	 -2.714783	 730.331909	 414.189941	 -4.820550	 386.834534	 356.007263	 85.945366	 385.960632	 315.790192	 87.077629	 386.399994	 335.863342	 73.867744
748.610046	 400.061066	 -2.721929	 730.324341	 414.173737	 -4.821460	 386.835785	 356.007202	 85.945892	 385.960938	 315.790344	 87.073792	 386.398743	 335.862152	 73.872238
748.614441	 400.051025	 -2.728624	 730.321167	 414.152283	 -4.826254	 386.838470	 356.007507	 85.945580	 385.963440	 315.792664	 87.070457	 386.399017	 335.862946	 73.872551
748.619812	 400.030304	 -2.729097	 730.320251	 414.124451	 -4.828790	 386.841980	 356.005341	 85.945763	 385.968994	 315.790222	 87.069214	 386.402679	 335.861847	 73.873703
748.615967	 399.996094	 -2.731946	 730.310913	 414.092010	 -4.829017	 386.843201	 356.008331	 85.945335	 385.972473	 315.793304	 87.071579	 386.405182	 335.861877	 73.876259
748.613770	 399.952179	 -2.748302	 730.296448	 414.039764	 -4.824789	 386.846008	 356.009216	 85.949516	 385.973572	 315.792755	 87.077019	 386.408844	 335.861450	 73.874588
748.610168	 399.887177	 -2.758664	 730.280151	 413.993958	 -4.820313	 386.846527	 356.008209	 85.948181	 385.972260	 315.789429	 87.078415	 386.409058	 335.858398	 73.877625
748.594177	 399.807373	 -2.774563	 730.261536	 413.963409	 -4.810227	 386.841339	 356.009613	 85.948570	 385.967712	 315.792389	 87.077469	 386.404907	 335.861145	 73.876656
748.588257	 399.689514	 -2.813052	 730.227722	 413.909149	 -4.774024	 386.841064	 356.006927	 85.951546	 385.966492	 315.791748	 87.077995	 386.405579	 335.862732	 73.872581
748.584167	 399.504913	 -2.847976	 730.212463	 413.855042	 -4.686151	 386.842743	 356.009796	 85.949806	 385.968353	 315.792358	 87.078438	 386.406860	 335.863190	 73.872757
748.562378	 399.247253	 -2.900816	 730.209961	 413.775085	 -4.563980	 386.843872	 356.013184	 85.947044	 385.968933	 315.794739	 87.078690	 386.406464	 335.865936	 73.872147
748.486206	 398.900085	 -2.980952	 730.159607	 413.624878	 -4.427640	 386.845703	 356.010498	 85.948708	 385.969696	 315.793396	 87.080254	 386.409210	 335.864746	 73.868431
748.320862	 398.466553	 -3.099031	 730.018982	 413.421692	 -4.209797	 386.844482	 356.011475	 85.942604	 385.968719	 315.794678	 87.080750	 386.409821	 335.864655	 73.866219
748.044373	 397.930817	 -3.267227	 729.787659	 413.049133	 -3.757513	 386.841187	 356.010162	 85.938408	 385.967316	 315.794220	 87.076889	 386.406616	 335.865112	 73.863152
747.657654	 397.260712	 -2.840913	 729.352844	 412.466919	 -2.644105	 386.837036	 356.007660	 85.941254	 385.964081	 315.790894	 87.079025	 386.404114	 335.861450	 73.864067
747.122620	 396.545044	 -1.639372	 728.770935	 411.696136	 -0.709694	 386.836639	 356.009338	 85.942123	 385.961426	 315.792633	 87.079544	 386.400787	 335.860474	 73.867973
746.433777	 395.900726	 -0.354574	 728.091980	 410.764404	 2.002828	 386.841522	 356.007477	 85.945976	 385.966583	 315.791718	 87.077255	 386.407959	 335.862091	 73.864128
745.688049	 395.125549	 1.960274	 727.213257	 409.770416	 5.244174	 386.846649	 356.007996	 85.944977	 385.975403	 315.790222	 87.077087	 386.417877	 335.861877	 73.863472
744.934448	 393.863678	 5.260624	 726.195679	 408.459900	 8.852816	 386.856506	 356.010956	 85.935272	 385.981384	 315.791748	 87.075340	 386.421478	 335.863800	 73.863144
744.157837	 392.090637	 8.941541	 724.992554	 406.719147	 12.912682	 386.860870	 356.009338	 85.939377	 385.984131	 315.789429	 87.073845	 386.426422	 335.863068	 73.859894
743.317932	 390.013641	 12.958230	 723.537781	 404.663544	 17.434710	 386.856628	 356.009033	 85.944443	 385.985992	 315.790619	 87.072273	 386.428833	 335.866394	 73.861176
742.385315	 387.646423	 17.222023	 721.866760	 402.309387	 22.395794	 386.859344	 356.011810	 85.936424	 385.987610	 315.793610	 87.069405	 386.428802	 335.868896	 73.859299
741.356323	 385.005676	 21.680552	 719.977966	 399.707458	 27.720703	 386.862427	 356.012085	 85.933571	 385.988983	 315.792694	 87.068176	 386.427979	 335.865631	 73.856667
740.226563	 382.121124	 26.344284	 717.885254	 396.895782	 33.285236	 386.859802	 356.012085	 85.935951	 385.985535	 315.792542	 87.068390	 386.425842	 335.865540	 73.858208
738.974121	 379.030731	 31.197449	 715.623962	 393.892487	 38.954113	 386.860321	 356.008942	 85.932640	 385.983704	 315.789276	 87.069748	 386.422119	 335.864410	 73.861130
737.574463	 375.818909	 36.186607	 713.189636	 390.760529	 44.646648	 386.856506	 356.006744	 85.931496	 385.982666	 315.786346	 87.069504	 386.418793	 335.861176	 73.860168
735.974792	 372.539825	 41.310074	 710.563354	 387.580658	 50.272064	 386.849640	 356.008148	 85.935020	 385.974487	 315.789093	 87.068779	 386.410400	 335.860657	 73.861984
734.149597	 369.238373	 46.486752	 707.694702	 384.416168	 55.796715	 386.844604	 356.006042	 85.932854	 385.968719	 315.789398	 87.065193	 386.404541	 335.859528	 73.861458
732.061646	 365.960266	 51.620869	 704.471436	 381.340271	 61.296162	 386.841370	 356.007141	 85.927406	 385.966949	 315.789276	 87.061470	 386.404510	 335.860931	 73.852753
729.654114	 362.746429	 56.655800	 700.813232	 378.458130	 66.826782	 386.839081	 356.008179	 85.929390	 385.965424	 315.790100	 87.064018	 386.402222	 335.861633	 73.855927
726.882996	 359.597626	 61.580460	 696.681091	 375.878021	 72.450500	 386.843048	 356.006348	 85.928848	 385.966858	 315.788086	 87.062241	 386.406036	 335.859589	 73.855598
723.746521	 356.512787	 66.374207	 692.131653	 373.588531	 78.163361	 386.845490	 356.007202	 85.927399	 385.971222	 315.788269	 87.057922	 386.410583	 335.859039	 73.844215
720.216370	 353.466949	 71.088654	 687.277649	 371.430298	 83.843330	 386.847198	 356.006165	 85.926987	 385.972870	 315.788849	 87.055321	 386.410889	 335.860352	 73.842751
